district_a,district_b,score_a,score_b,score_gap,cluster_a,cluster_b,biggest_domain_gap,row_a,row_b
Patiala (Punjab),Morbi (Gujarat),0.5977967283070281,0.5993121739167219,0.001515445609693744,2,7,0.23044033013927184,482,158
Khammam (Telangana),Solapur (Maharashtra),0.5953169286270836,0.5974720665676315,0.002155137940547891,0,2,0.2303958681339071,566,377
Mumbai Suburban (Maharashtra),Ahmadnagar (Maharashtra),0.6075239297541122,0.6092011203568894,0.0016771906027772676,2,5,0.2303925351684718,363,346
Dhaulpur (Rajasthan),Baleshwar (Odisha),0.6038876459255225,0.6053449012511959,0.0014572553256734233,6,5,0.23026672895814304,500,434
Jamnagar (Gujarat),Perambalur (Tamil Nadu),0.691475160302485,0.6944526665930258,0.0029775062905408323,5,3,0.23006181638297063,152,539
Bilaspur (Chhattisgarh),Lower Subansiri (Arunachal Pradesh),0.5416005733462879,0.5432199159722674,0.001619342625979514,7,1,0.22984881561258497,113,26
Bhandara (Maharashtra),Krishnagiri (Tamil Nadu),0.6991432110848701,0.7001959065107234,0.0010526954258532895,5,2,0.22969784935249093,350,535
Parbhani (Maharashtra),Muzaffarpur (Bihar),0.4984159730877444,0.5033766928836564,0.004960719795912005,7,6,0.22967472510742087,370,90
Gautam Buddha Nagar (Uttar Pradesh),Jhansi (Uttar Pradesh),0.594192248636629,0.5943051263989492,0.00011287776232016267,2,6,0.22963910311954627,635,645
Nanded (Maharashtra),Koriya (Chhattisgarh),0.5901558199784941,0.5927426796634343,0.0025868596849402126,7,4,0.22959399216647403,365,123
Bangalore Rural (Karnataka),Gondiya (Maharashtra),0.6815763663272233,0.6887376840464717,0.007161317719248439,2,5,0.2295727609539256,252,356
North Twenty Four Parganas (West Bengal),Namakkal (Tamil Nadu),0.6495079996058462,0.6502132158350205,0.0007052162291742992,5,3,0.2295099205417116,696,538
Vikarabad (Telangana),Hoshangabad (Madhya Pradesh),0.5479012033304308,0.5495965123174836,0.0016953089870528348,0,7,0.229451271336721,583,316
Udham Singh Nagar (Uttarakhand),Vidisha (Madhya Pradesh),0.6134415624578261,0.6137415459848065,0.0002999835269803519,2,4,0.22940182144164833,607,345
Hyderabad (Telangana),Pune (Maharashtra),0.5669547946838788,0.5695950670503351,0.0026402723664563643,0,2,0.22926419088324895,559,371
Singrauli (Madhya Pradesh),Latehar (Jharkhand),0.5587882810878021,0.5596472793810376,0.0008589982932355467,4,6,0.22922009731660542,341,239
Kathua (Jammu Kashmir),Khandwa (East Nimar) (Madhya Pradesh),0.6766942917651279,0.6775453920011983,0.00085110023607049,5,4,0.22914241026679855,213,320
Varanasi (Uttar Pradesh),South East (NCT Delhi),0.6303802089488186,0.6327976205307947,0.002417411581976059,4,2,0.22913439348296516,683,429
Bagalkot (Karnataka),Jalaun (Uttar Pradesh),0.5887594565885141,0.5889928583982545,0.0002334018097404078,4,6,0.22887020125426805,250,643
Nayagarh (Odisha),Tikamgarh (Madhya Pradesh),0.6530852131797468,0.6547055535052939,0.0016203403255471427,5,4,0.22883394389592476,455,342
Charkhi Dadri (Haryana),Jodhpur (Rajasthan),0.662268649942359,0.6635177450603194,0.0012490951179603416,5,4,0.2287154096467655,174,509
Viluppuram (Tamil Nadu),Porbandar (Gujarat),0.6843302055253363,0.6872467627338946,0.0029165572085583236,3,5,0.22869328428801705,555,163
Durg (Chhattisgarh),Theni (Tamil Nadu),0.666493452848441,0.6665377207232718,4.426787483080563e-05,2,3,0.2286500145294491,116,545
Guna (Madhya Pradesh),Baudh (Odisha),0.6425255792124699,0.6432621961861913,0.0007366169737214046,4,5,0.2285665580832279,313,436
Muktsar (Punjab),Bongaigaon (Assam),0.5710787043728279,0.5717806394521604,0.0007019350793324719,2,7,0.22848805505331793,480,39
Shivpuri (Madhya Pradesh),Purba Barddhaman (West Bengal),0.5935356273826384,0.5940871147200499,0.0005514873374115048,4,5,0.2280473303842176,339,699
Surguja (Chhattisgarh),Sivasagar (Assam),0.5889599782204821,0.5897811663907281,0.0008211881702460122,4,7,0.2279965548485458,132,63
Ratlam (Madhya Pradesh),Mandya (Karnataka),0.6713953597362011,0.6775128018249553,0.006117442088754199,4,2,0.22794187109000164,330,271
Wanaparthy (Telangana),Junagadh (Gujarat),0.6096012702500649,0.6104244415494103,0.0008231712993453932,0,5,0.227830408974503,584,153
Tirap (Arunachal Pradesh),Kamrup (Assam),0.4994653936627229,0.5018776441796813,0.0024122505169583697,1,7,0.2278167344123549,31,53
South District (Sikkim),Kendrapara (Odisha),0.6006029378417962,0.6033841852563524,0.0027812474145562094,2,5,0.22778460246101428,523,448
Harda (Madhya Pradesh),Bangalore Rural (Karnataka),0.6800441726218796,0.6815763663272233,0.0015321937053437429,5,2,0.22778264582037577,315,252
Janjgir - Champa (Chhattisgarh),Darjeeling (West Bengal),0.6241594031066753,0.6277852307611654,0.0036258276544901547,4,2,0.22777838619882929,118,687
Central (NCT Delhi),Thanjavur (Tamil Nadu),0.6067907197888455,0.6071338954044341,0.000343175615588609,2,3,0.2277512009829783,421,544
Jalgaon (Maharashtra),Hazaribagh (Jharkhand),0.5246538949473816,0.5290502917949998,0.004396396847618278,7,6,0.2276869212776214,358,235
Raigarh (Maharashtra),Tapi (Gujarat),0.6389432563970624,0.6390642053517559,0.00012094895469350053,2,5,0.22761855450840585,372,168
Mahabubabad (Telangana),Bagalkot (Karnataka),0.5882324003769902,0.5887594565885141,0.0005270562115239352,0,4,0.22756122371273357,568,250
Kohima (Nagaland),South District (Sikkim),0.5994527038038355,0.6006029378417962,0.0011502340379606624,1,2,0.22754418982445968,412,523
Kushinagar (Uttar Pradesh),Chirang (Assam),0.5706893182748405,0.5718955218842484,0.0012062036094079298,6,4,0.2275185160232941,653,42
Salem (Tamil Nadu),Hisar (Haryana),0.6400386946519365,0.642955556093696,0.0029168614417595107,3,5,0.2274493984247039,542,178
Amreli (Gujarat),Vizianagaram (Andhra Pradesh),0.6277640591299071,0.6299959250914997,0.0022318659615926384,7,0,0.2273311666494806,140,13
Barnala (Punjab),Bulandshahr (Uttar Pradesh),0.554954896489869,0.5586653949255771,0.0037104984357081428,2,4,0.22714489142658612,467,625
Baghpat (Uttar Pradesh),Mokokchung (Nagaland),0.5902397335878773,0.5903416432795624,0.00010190969168510922,4,1,0.22706349259863068,615,414
Parbhani (Maharashtra),Mahamaya Nagar (Uttar Pradesh),0.4984159730877444,0.5023440825138424,0.003928109426098059,7,6,0.22657124851010757,370,656
Panchkula (Haryana),Jhunjhunun (Rajasthan),0.6715595403797427,0.6721154741779097,0.0005559337981669854,2,4,0.2265690839715826,187,508
Rohtas (Bihar),Baleshwar (Odisha),0.6041891557543503,0.6053449012511959,0.001155745496845606,6,5,0.2265244444148432,97,434
Botad (Gujarat),Maldah (West Bengal),0.5904277946160063,0.592911623875736,0.002483829259729786,7,5,0.22651301723749206,146,693
Nandurbar (Maharashtra),Jorhat (Assam),0.5462944547399126,0.5472981929659047,0.0010037382259920902,4,7,0.2265031413680071,366,52
Ghaziabad (Uttar Pradesh),Nirmal (Telangana),0.5822205192258598,0.5830144302496455,0.0007939110237856761,2,0,0.22649619650358754,636,575
Lohit (Arunachal Pradesh),Kamareddy (Telangana),0.5676374043618468,0.5681268201562975,0.0004894157944506095,1,0,0.22646978446541988,23,564
Faridkot (Punjab),Hoshangabad (Madhya Pradesh),0.5493137797244805,0.5495965123174836,0.00028273259300315434,2,7,0.22637319486383833,469,316
Jaunpur (Uttar Pradesh),Birbhum (West Bengal),0.6020142215498994,0.6032778223476298,0.0012636007977304686,6,5,0.22633780211418064,644,685
Kota (Rajasthan),Puducherry (Puducherry),0.6893776919132789,0.6904812405485269,0.001103548635247975,5,3,0.22628104977911695,511,464
Mahabubnagar (Telangana),Gir Somnath (Gujarat),0.6289530802046575,0.632180124915268,0.003227044710610527,0,7,0.22619782251795173,569,151
Yamunanagar (Haryana),Dewas (Madhya Pradesh),0.6336475291191307,0.6340693577033343,0.0004218285842035874,2,4,0.22598674343829778,193,310
Narsimhapur (Madhya Pradesh),Udupi (Karnataka),0.6329645571513869,0.6354611671951724,0.002496610043785541,4,2,0.22590473466743477,325,277
Rewa (Madhya Pradesh),Dahod (Gujarat),0.5585230867517468,0.5610139470745242,0.002490860322777455,6,4,0.22583956549939327,331,148
Kinnaur (Himachal Pradesh),Perambalur (Tamil Nadu),0.6916795685066438,0.6944526665930258,0.002773098086382042,5,3,0.2256453887908758,198,539
Yadgir (Karnataka),Aurangabad (Bihar),0.5721075778301331,0.5722484621574054,0.00014088432727232814,4,6,0.225564160667598,279,71
Patan (Gujarat),Purbi Singhbhum (Jharkhand),0.6162509988002122,0.616579225856088,0.00032822705587587375,7,5,0.2253071501212254,162,244
Nadia (West Bengal),Rupnagar (Punjab),0.5976291120545132,0.5994548640198827,0.0018257519653694931,5,2,0.22515424165777864,695,483
Neemuch (Madhya Pradesh),Kupwara (Jammu Kashmir),0.6558120357989872,0.6559997641877434,0.00018772838875624753,4,5,0.22510906954650012,326,216
Sikar (Rajasthan),West Godavari (Andhra Pradesh),0.6186150582125713,0.6194504564679654,0.0008353982553940265,4,0,0.22509577344486442,517,14
Peddapalli (Telangana),Morbi (Gujarat),0.5984637429472833,0.5993121739167219,0.0008484309694385406,0,7,0.22502928647171322,577,158
Firozabad (Uttar Pradesh),Faizabad (Uttar Pradesh),0.5217873282145864,0.5278389324405923,0.006051604226005924,6,7,0.22499083376769582,634,631
Saharanpur (Uttar Pradesh),Wanaparthy (Telangana),0.6080198646540442,0.6096012702500649,0.001581405596020713,4,0,0.22486200037851667,671,584
South Goa (Goa),Mumbai (Maharashtra),0.6915133614509863,0.6942391974004617,0.002725835949475397,3,2,0.22479789787771698,138,362
Bathinda (Punjab),Dimapur (Nagaland),0.5030129093362417,0.5081114525870024,0.005098543250760756,2,1,0.22478468379151517,468,410
Rajsamand (Rajasthan),Belgaum (Karnataka),0.6362940658274208,0.6363872598128987,9.319398547791291e-05,4,5,0.22478019865859022,515,253
Indore (Madhya Pradesh),Dharmapuri (Tamil Nadu),0.6989253175521543,0.7012743841955407,0.0023490666433864105,5,2,0.224733326094899,317,529
Vizianagaram (Andhra Pradesh),Mahendragarh (Haryana),0.6299959250914997,0.6310822344912789,0.0010863093997791617,0,5,0.22466987503146074,13,184
Mysore (Karnataka),Viluppuram (Tamil Nadu),0.6797090115153347,0.6843302055253363,0.004621194010001606,2,3,0.2246209809114661,272,555
Nandurbar (Maharashtra),Gaya (Bihar),0.5462944547399126,0.5471831695106131,0.0008887147707005161,4,6,0.22461141731796225,366,78
Buldana (Maharashtra),Panchkula (Haryana),0.6704718516297394,0.6715595403797427,0.0010876887500033128,5,2,0.22452625097351953,352,187
Tamenglong (Manipur),Parbhani (Maharashtra),0.4906191604561812,0.4984159730877444,0.007796812631563177,1,7,0.22452154660814982,388,370
Surajpur (Chhattisgarh),Sultanpur (Uttar Pradesh),0.5718091047711443,0.5729014577031063,0.0010923529319619707,4,7,0.22426028932732434,131,681
Satna (Madhya Pradesh),Kendrapara (Odisha),0.6000429984728318,0.6033841852563524,0.0033411867835205777,4,5,0.22419450790803125,333,448
Khargone (West Nimar) (Madhya Pradesh),Nayagarh (Odisha),0.6500240629798173,0.6530852131797468,0.0030611501999294743,4,5,0.22413285267788652,321,455
Shahdara (NCT Delhi),Krishna (Andhra Pradesh),0.637989054951261,0.6395760867528305,0.001587031801569494,2,0,0.22403678564890095,427,7
Surajpur (Chhattisgarh),Chhatarpur (Madhya Pradesh),0.5718091047711443,0.5731641908146796,0.0013550860435352918,4,6,0.22387391265180395,131,306
Bhadradri Kothagudem (Telangana),Shamli (Uttar Pradesh),0.6048108615457032,0.6064288339470234,0.0016179724013202224,0,4,0.22378080281184443,558,676
Jagatsinghapur (Odisha),Darjeeling (West Bengal),0.6233386321425246,0.6277852307611654,0.004446598618640829,5,2,0.2237776946807517,443,687
Gurgaon (Haryana),Bellary (Karnataka),0.6181459008413983,0.6190115409469475,0.0008656401055492369,7,5,0.22372803414044973,177,254
Uttar Dinajpur (West Bengal),Shivpuri (Madhya Pradesh),0.5920528413231617,0.5935356273826384,0.001482786059476715,5,4,0.2236353946874436,703,339
Kapurthala (Punjab),Nizamabad (Telangana),0.5837130637206458,0.5845496519564554,0.0008365882358095655,2,0,0.2235649084002579,476,576
Kolar (Karnataka),North Goa (Goa),0.6591595923385196,0.6617161312607145,0.002556538922194873,2,3,0.22352169439258618,269,137
Upper Subansiri (Arunachal Pradesh),South Tripura (Tripura),0.4762594880756459,0.4785536542915121,0.0022941662158662,1,7,0.2234800442780378,33,593
Chitrakoot (Uttar Pradesh),Darrang (Assam),0.5291994636069064,0.5314317022286554,0.0022322386217490386,6,7,0.22347182707673252,627,43
Devbhumi Dwarka (Gujarat),Murshidabad (West Bengal),0.5810609731912736,0.5824404339686596,0.0013794607773860434,7,5,0.22328576708511005,149,694
Udaipur (Rajasthan),Navsari (Gujarat),0.6776798180299862,0.6797431504391672,0.0020633324091809957,4,5,0.22327955082292494,520,160
Varanasi (Uttar Pradesh),South Twenty Four Parganas (West Bengal),0.6303802089488186,0.6329090682557573,0.002528859306938691,4,5,0.2232611124909098,683,702
Peren (Nagaland),Mahesana (Gujarat),0.4837855938453878,0.4904047140915024,0.006619120246114607,1,7,0.22323874026339846,416,156
Perambalur (Tamil Nadu),Shupiyan (Jammu Kashmir),0.6944526665930258,0.6974771003573876,0.003024433764361789,3,5,0.22321497493832188,539,223
Kiphire (Nagaland),Katihar (Bihar),0.4370504109712254,0.4397450339020589,0.0026946229308335012,1,6,0.22318000966766194,411,83
Hardwar (Uttarakhand),Buxer (Bihar),0.5495372676159836,0.5507263030414423,0.0011890354254586732,2,6,0.22314953639392465,601,76
Nalgonda (Telangana),Patan (Gujarat),0.6146733360275944,0.6162509988002122,0.0015776627726177272,0,7,0.22303358702510423,574,162
Tarn Taran (Punjab),Rajanna Sircilla (Telangana),0.6046349331150919,0.6062464932280808,0.0016115601129889079,2,0,0.22300666711639838,487,578
Shahdol (Madhya Pradesh),Hingoli (Maharashtra),0.613022289944981,0.6145337772263525,0.0015114872813715152,4,5,0.22292488764385898,336,357
Ganjam (Odisha),Janjgir - Champa (Chhattisgarh),0.6241511160919777,0.6241594031066753,8.287014697572204e-06,5,4,0.22277519070291274,442,118
Cuttack (Odisha),Shahdol (Madhya Pradesh),0.6101285564233092,0.613022289944981,0.0028937335216717708,5,4,0.22264681055079055,438,336
Ujjain (Madhya Pradesh),Vellore (Tamil Nadu),0.6629486614307127,0.6635099147076206,0.0005612532769078138,4,3,0.2225575496970204,343,554
Datia (Madhya Pradesh),Koch Bihar (West Bengal),0.620697032795475,0.6214241379618881,0.0007271051664131667,4,5,0.222384737019295,309,691
Bundi (Rajasthan),Vizianagaram (Andhra Pradesh),0.6286168360136178,0.6299959250914997,0.0013790890778818676,4,0,0.22228015497617848,496,13
Amravati (Maharashtra),Mandya (Karnataka),0.676065935631186,0.6775128018249553,0.001446866193769325,5,2,0.22227547842803463,348,271
Anantnag (Jammu Kashmir),Virudhunagar (Tamil Nadu),0.6538426862441498,0.6554314111620915,0.0015887249179417084,5,3,0.22225335186574546,206,556
Chandel (Manipur),South Tripura (Tripura),0.4694935792804225,0.4785536542915121,0.009060075011089574,1,7,0.2222095635242446,383,593
Vaishali (Bihar),Dhule (Maharashtra),0.4899202118949717,0.4960445576865314,0.006124345791559682,6,7,0.22218282560444574,106,354
Katni (Madhya Pradesh),Patan (Gujarat),0.6137384114896133,0.6162509988002122,0.0025125873105988905,4,7,0.22216280289767976,319,162
Davanagere (Karnataka),Doda (Jammu Kashmir),0.5585972364013564,0.5601382202342384,0.0015409838328820369,2,1,0.22213125613515078,262,210
Baghpat (Uttar Pradesh),Maldah (West Bengal),0.5902397335878773,0.592911623875736,0.002671890287858747,4,5,0.22204083505294508,615,693
Mungeli (Chhattisgarh),Purbi Singhbhum (Jharkhand),0.6157970188732744,0.616579225856088,0.0007822069828136158,4,5,0.2218405973804916,125,244
West Godavari (Andhra Pradesh),Ambala (Haryana),0.6194504564679654,0.6194921540666987,4.1697598733292374e-05,0,2,0.22182866564541548,14,172
Khammam (Telangana),Haora (West Bengal),0.5953169286270836,0.5975916174702169,0.00227468884313331,0,2,0.22144369895094873,566,688
Sangrur (Punjab),Palwal (Haryana),0.5878076622903983,0.589103959861114,0.0012962975707156987,2,4,0.2214436989509484,485,186
Bhind (Madhya Pradesh),Chhota Udaipur (Gujarat),0.6199374051710351,0.6207035388215992,0.0007661336505641048,7,4,0.22135392398697123,303,147
Uttar Bastar Kanker (Chhattisgarh),Bilaspur (Himachal Pradesh),0.6822053866926029,0.6884515394877236,0.006246152795120752,4,5,0.22131563325431286,133,194
Purba Medinipur (West Bengal),Palamu (Jharkhand),0.5512445708507836,0.5525409638784444,0.0012963930276608249,7,6,0.2213055980214474,700,242
Debagarh (Odisha),Narsimhapur (Madhya Pradesh),0.6327405043885695,0.6329645571513869,0.00022405276281733943,5,4,0.2212875478232883,439,325
Narmada (Gujarat),Purbi Singhbhum (Jharkhand),0.6151391678079263,0.616579225856088,0.0014400580481617187,4,5,0.22128697539161768,159,244
Kota (Rajasthan),Balod (Chhattisgarh),0.6893776919132789,0.6930503463140847,0.003672654400805775,5,4,0.22110538678354574,511,107
Puducherry (Puducherry),Kinnaur (Himachal Pradesh),0.6904812405485269,0.6916795685066438,0.0011983279581169182,3,5,0.22089865168108658,464,198
Rajkot (Gujarat),Tiruchirappalli (Tamil Nadu),0.6758922319605024,0.6777059851640614,0.001813753203559032,5,3,0.2208732714166174,164,550
Raichur (Karnataka),Gadag (Karnataka),0.5764841057381199,0.577983474830983,0.0014993690928630787,6,7,0.22082126096655794,273,264
Kaithal (Haryana),Bhopal (Madhya Pradesh),0.6506589101834515,0.6521475048191842,0.0014885946357326985,5,2,0.22071618108874358,181,304
Bandipore (Jammu Kashmir),Wanaparthy (Telangana),0.6093950728107065,0.6096012702500649,0.00020619743935845758,5,0,0.22066324369253754,208,584
Moradabad (Uttar Pradesh),Devbhumi Dwarka (Gujarat),0.5790694030819229,0.5810609731912736,0.0019915701093506932,4,7,0.22049773987256677,664,149
Saharanpur (Uttar Pradesh),Ahmedabad (Gujarat),0.6080198646540442,0.6115122730563761,0.0034924084023318924,4,7,0.2204443031042026,671,139
Belgaum (Karnataka),North (NCT Delhi),0.6363872598128987,0.6379119657253207,0.001524705912422042,5,2,0.2204206546886588,253,424
Munger (Bihar),East Garo Hills (Meghalaya),0.5370959275601832,0.5378665330400021,0.0007706054798188866,7,1,0.2203245459464629,89,391
Jaipur (Rajasthan),Tiruvannamalai (Tamil Nadu),0.6920365442344102,0.6942683587562607,0.002231814521850506,5,3,0.22030272696591507,504,553
Amethi (Uttar Pradesh),Aravali (Gujarat),0.564625514693985,0.5654584238956546,0.0008329092016695627,6,7,0.22029068767596405,612,142
Kathua (Jammu Kashmir),Tiruchirappalli (Tamil Nadu),0.6766942917651279,0.6777059851640614,0.0010116933989335886,5,3,0.22027311602543376,213,550
North West (NCT Delhi),Warangal Rural (Telangana),0.5674274907317932,0.570568881862589,0.003141391130795812,2,0,0.22008509218285288,426,585
Ranga Reddy (Telangana),West (NCT Delhi),0.5827242602756657,0.5837111299401948,0.0009868696645290997,0,2,0.22000012290526516,579,431
Nagapattinam (Tamil Nadu),Mysore (Karnataka),0.6782764307795313,0.6797090115153347,0.0014325807358034348,3,2,0.21985691900788618,537,272
Gariyaband (Chhattisgarh),Pudukkottai (Tamil Nadu),0.6435378299529959,0.6450037387232739,0.0014659087702779683,4,3,0.21978166312521474,117,540
Dehradun (Uttarakhand),Akola (Maharashtra),0.634393282867484,0.636782435808657,0.002389152941173034,2,5,0.21972483441846563,600,347
Surendranagar (Gujarat),Suryapet (Telangana),0.5634328485029255,0.5637627059031259,0.0003298574002004173,7,0,0.21968776292418435,167,582
Coimbatore (Tamil Nadu),Gondiya (Maharashtra),0.6833960409683376,0.6887376840464717,0.005341643078134117,3,5,0.21950630849487707,527,356
Hisar (Haryana),Chhindwara (Madhya Pradesh),0.642955556093696,0.6452823017755954,0.0023267456818993892,5,4,0.2193861743446417,178,307
Burhanpur (Madhya Pradesh),Balangir (Odisha),0.6947213392128421,0.703682755123121,0.00896141591027888,4,5,0.21927264304266203,305,433
Belgaum (Karnataka),Bageshwar (Uttarakhand),0.6363872598128987,0.6399951868637811,0.00360792705088242,5,4,0.21910037882786781,253,597
Tapi (Gujarat),Ariyalur (Tamil Nadu),0.6390642053517559,0.6426558125601188,0.0035916072083629347,5,3,0.21908968351901764,168,525
Kasaragod (Kerala),Durg (Chhattisgarh),0.6639031527136265,0.666493452848441,0.0025903001348144272,3,2,0.21904335082470994,284,116
Subarnapur (Odisha),Perambalur (Tamil Nadu),0.6944345022927537,0.6944526665930258,1.8164300272127676e-05,5,3,0.218985697785962,460,539
Bidar (Karnataka),Ganderbal (Jammu Kashmir),0.6136199347128892,0.6156180406859235,0.001998105973034292,4,5,0.21898467891526646,255,211
East Garo Hills (Meghalaya),Ballia (Uttar Pradesh),0.5378665330400021,0.5396262939504938,0.0017597609104916812,1,6,0.21898441410924713,391,617
Bhojpur (Bihar),Azamgarh (Uttar Pradesh),0.5082801785610377,0.5174877250457446,0.009207546484706897,6,7,0.21891058902070437,75,614
Bemetara (Chhattisgarh),Charkhi Dadri (Haryana),0.66146788955964,0.662268649942359,0.0008007603827190346,4,5,0.21885447739797353,111,174
Kathua (Jammu Kashmir),Mandya (Karnataka),0.6766942917651279,0.6775128018249553,0.0008185100598274708,5,2,0.21884065371475514,213,271
Tehri Garhwal (Uttarakhand),Bellary (Karnataka),0.6165700819796852,0.6190115409469475,0.0024414589672623332,4,5,0.21876517479155744,606,254
Mirzapur (Uttar Pradesh),Jorhat (Assam),0.5451979966385901,0.5472981929659047,0.0021001963273145074,6,7,0.21872118068394714,663,52
Chhindwara (Madhya Pradesh),Dharwad (Karnataka),0.6452823017755954,0.6487172414165195,0.0034349396409241173,4,2,0.2186883670774381,307,263
Tinsukia (Assam),Palamu (Jharkhand),0.5510818379745783,0.5525409638784444,0.0014591259038660986,7,6,0.21865349327863182,66,242
Viluppuram (Tamil Nadu),Pali (Rajasthan),0.6843302055253363,0.6861024453979033,0.0017722398725670274,3,4,0.21863113251258226,555,513
Lalitpur (Uttar Pradesh),Sant Kabir Nagar (Uttar Pradesh),0.5843267584302546,0.5856732961486991,0.001346537718444507,6,4,0.21860223497004122,654,673
Anantnag (Jammu Kashmir),Neemuch (Madhya Pradesh),0.6538426862441498,0.6558120357989872,0.0019693495548374074,5,4,0.21835587497050502,206,326
Aurangabad (Bihar),Bijapur (Karnataka),0.5722484621574054,0.574116659112425,0.0018681969550196076,6,7,0.21835461254101812,71,256
Nizamabad (Telangana),Baramula (Jammu Kashmir),0.5845496519564554,0.5860891053989866,0.0015394534425312578,0,5,0.21827644030481824,576,209
Banaskantha (Gujarat),Begusarai (Bihar),0.4963008550197879,0.4997559267440938,0.003455071724305925,7,6,0.21824137842709257,143,73
Kaithal (Haryana),Chittaurgarh (Rajasthan),0.6506589101834515,0.6521896624993094,0.001530752315857975,5,4,0.21816335679256948,181,497
Nizamabad (Telangana),Sangrur (Punjab),0.5845496519564554,0.5878076622903983,0.0032580103339429067,0,2,0.218005006216898,576,485
Charkhi Dadri (Haryana),Kasaragod (Kerala),0.662268649942359,0.6639031527136265,0.001634502771267532,5,3,0.2179349350285127,174,284
Fatehgarh Sahib (Punjab),Dewas (Madhya Pradesh),0.6335621696148377,0.6340693577033343,0.0005071880884965907,2,4,0.21782303358681188,470,310
Nanded (Maharashtra),Baghpat (Uttar Pradesh),0.5901558199784941,0.5902397335878773,8.391360938320158e-05,7,4,0.21773414135685254,365,615
Seoni (Madhya Pradesh),Sambalpur (Odisha),0.6639191862913322,0.6656495882211882,0.0017304019298560736,4,5,0.21771270243718055,335,459
Kamareddy (Telangana),Muktsar (Punjab),0.5681268201562975,0.5710787043728279,0.002951884216530476,0,2,0.21760647063485428,564,480
Shahdara (NCT Delhi),Khordha (Odisha),0.637989054951261,0.6405908892956929,0.0026018343444318415,2,5,0.21760283912329503,427,450
North (NCT Delhi),Khordha (Odisha),0.6379119657253207,0.6405908892956929,0.002678923570372138,2,5,0.21760283912329503,424,450
Viluppuram (Tamil Nadu),Bilaspur (Himachal Pradesh),0.6843302055253363,0.6884515394877236,0.004121333962387341,3,5,0.217557833817283,555,194
Chittaurgarh (Rajasthan),Kupwara (Jammu Kashmir),0.6521896624993094,0.6559997641877434,0.0038101016884339867,4,5,0.21748637549784447,497,216
Cuddalore (Tamil Nadu),Tapi (Gujarat),0.6362685145095406,0.6390642053517559,0.002795690842215315,3,5,0.21741734959807318,528,168
Palghar (Maharashtra),North Goa (Goa),0.6592991943540649,0.6617161312607145,0.0024169369066495694,5,3,0.21738650795132936,369,137
Ganderbal (Jammu Kashmir),Patan (Gujarat),0.6156180406859235,0.6162509988002122,0.0006329581142886509,5,7,0.21731183626982048,211,162
Udham Singh Nagar (Uttarakhand),Hingoli (Maharashtra),0.6134415624578261,0.6145337772263525,0.0010922147685263894,2,5,0.21722211283424958,607,357
Buldana (Maharashtra),Hanumangarh (Rajasthan),0.6704718516297394,0.6746479340392845,0.004176082409545034,5,4,0.2171996432350527,352,503
Hugli (West Bengal),Rupnagar (Punjab),0.5984410606319169,0.5994548640198827,0.0010138033879657504,5,2,0.2171569228002781,689,483
Raipur (Chhattisgarh),Fatehabad (Haryana),0.6611237696697893,0.6630335729374737,0.0019098032676844179,4,5,0.21713016592929502,128,176
Purba Barddhaman (West Bengal),Ashoknagar (Madhya Pradesh),0.5940871147200499,0.5963376316816799,0.0022505169616299225,5,4,0.2171178498056052,699,299
Moradabad (Uttar Pradesh),Murshidabad (West Bengal),0.5790694030819229,0.5824404339686596,0.0033710308867367367,4,5,0.21706735445059727,664,694
Rohtak (Haryana),Chhindwara (Madhya Pradesh),0.6432999282704613,0.6452823017755954,0.001982373505134083,2,4,0.21691448560411086,190,307
Baghpat (Uttar Pradesh),Firozpur (Punjab),0.5902397335878773,0.5910315228096771,0.0007917892217997879,4,2,0.21678038746242728,615,472
Narsimhapur (Madhya Pradesh),Uttara Kannada (Karnataka),0.6329645571513869,0.6332133153387611,0.0002487581873742428,4,2,0.2166833591217604,325,278
Chikmagalur (Karnataka),Namakkal (Tamil Nadu),0.6499623524725815,0.6502132158350205,0.0002508633624389578,2,3,0.21668251068256772,259,538
Valsad (Gujarat),Ujjain (Madhya Pradesh),0.6613452449749101,0.6629486614307127,0.001603416455802642,2,4,0.2166590245370597,171,343
Ghazipur (Uttar Pradesh),Paschim Barddhaman (West Bengal),0.5536223653330554,0.5581318329199485,0.004509467586893079,6,7,0.2165390680867999,637,697
Hassan (Karnataka),Kasaragod (Kerala),0.6633537371246797,0.6639031527136265,0.0005494155889468333,2,3,0.21651493576520098,266,284
Akola (Maharashtra),Shahdara (NCT Delhi),0.636782435808657,0.637989054951261,0.001206619142604004,5,2,0.2164253986205314,347,427
Junagadh (Gujarat),Churu (Rajasthan),0.6104244415494103,0.6118078092317436,0.0013833676823332697,5,4,0.21627756363351602,153,498
Udupi (Karnataka),Belgaum (Karnataka),0.6354611671951724,0.6363872598128987,0.0009260926177262485,2,5,0.2162600679384845,277,253
Hoshangabad (Madhya Pradesh),Bokaro (Jharkhand),0.5495965123174836,0.5508386668623246,0.001242154544841001,7,6,0.21625315242294452,316,226
Raipur (Chhattisgarh),Valsad (Gujarat),0.6611237696697893,0.6613452449749101,0.000221475305120844,4,2,0.2162140646870619,128,171
Viluppuram (Tamil Nadu),Kota (Rajasthan),0.6843302055253363,0.6893776919132789,0.005047486387942612,3,5,0.21618912604248175,555,511
