state,district,census_code,composite_score,composite_group,domain_score,domain_group,state_group,region,region_group
Uttarakhand,Hardwar,,0.5495372676159836,1,0.5997827247050342,3,32,North,2
Uttarakhand,Nainital,5011.0,0.607182602777582,4,0.6621857524342569,6,32,North,2
Uttarakhand,Pauri Garhwal,5006.0,0.5718034389962683,2,0.613559897012056,4,32,North,2
Uttarakhand,Pithoragarh,5007.0,0.6663413048928165,6,0.6825748999886441,6,32,North,2
Uttarakhand,Rudraprayag,5003.0,0.6709719991056451,7,0.6843594419261556,6,32,North,2
Uttarakhand,Tehri Garhwal,5004.0,0.6165700819796852,4,0.6248630135920619,4,32,North,2
Uttarakhand,Udham Singh Nagar,5012.0,0.6134415624578261,4,0.6454453056483288,5,32,North,2
Uttarakhand,Uttarkashi,5001.0,0.6463798219687574,6,0.644345385045487,5,32,North,2
Uttar Pradesh,Agra,9015.0,0.5693897551156601,2,0.5805551602894397,3,31,Central,0
Uttar Pradesh,Aligarh,9012.0,0.5650034088490047,2,0.5763560486978468,2,31,Central,0
Uttar Pradesh,Ambedkar Nagar,9047.0,0.5531140838949603,2,0.5548345543458181,2,31,Central,0
Uttar Pradesh,Amethi,,0.564625514693985,2,0.5443864777595891,1,31,Central,0
Uttar Pradesh,Auraiya,9031.0,0.6072041356512282,4,0.5912751084064871,3,31,Central,0
Uttar Pradesh,Azamgarh,9060.0,0.5174877250457446,1,0.5534667321371872,2,31,Central,0
Uttar Pradesh,Baghpat,9008.0,0.5902397335878773,3,0.6105060554039048,4,31,Central,0
Uttar Pradesh,Bahraich,9049.0,0.4015492586538412,0,0.368544368417636,0,31,Central,0
Uttar Pradesh,Ballia,9062.0,0.5396262939504938,1,0.5488202874017581,2,31,Central,0
Uttar Pradesh,Balrampur,9051.0,0.46412940090896726,0,0.43171465426416533,0,31,Central,0
Uttar Pradesh,Banda,9039.0,0.5380403576105809,1,0.5009065828960269,0,31,Central,0
Uttar Pradesh,Bara Banki,9045.0,0.45974575855157823,0,0.4480726890905249,0,31,Central,0
Uttar Pradesh,Bareilly,9019.0,0.5779731761991597,3,0.5714209729212881,2,31,Central,0
Uttar Pradesh,Basti,9054.0,0.5619981972072905,2,0.5646916563871275,2,31,Central,0
Uttar Pradesh,Bijnor,9003.0,0.6137070440685924,4,0.6186994147964151,4,31,Central,0
Uttar Pradesh,Budaun,9018.0,0.5260500529395137,1,0.49208347171369116,0,31,Central,0
Uttar Pradesh,Bulandshahr,9011.0,0.5586653949255771,2,0.5782223443960912,3,31,Central,0
Uttar Pradesh,Chandauli,9065.0,0.5661051006235265,2,0.5592480644479713,2,31,Central,0
Uttar Pradesh,Chitrakoot,9040.0,0.5291994636069064,1,0.4959611632159615,0,31,Central,0
Uttar Pradesh,Deoria,9059.0,0.5833881642400085,3,0.5969411222013188,3,31,Central,0
Uttar Pradesh,Etah,9070.0,0.5222950252122243,1,0.5105429267327161,0,31,Central,0
Uttar Pradesh,Etawah,9030.0,0.5991590993117487,4,0.5970860377376704,3,31,Central,0
Uttar Pradesh,Faizabad,9046.0,0.5278389324405923,1,0.5395878518339202,1,31,Central,0
Uttar Pradesh,Farrukhabad,9028.0,0.5742050588067394,2,0.5511727481332287,2,31,Central,0
Uttar Pradesh,Fatehpur,9041.0,0.534897099286504,1,0.4853640287886507,0,31,Central,0
Uttar Pradesh,Firozabad,9016.0,0.5217873282145864,1,0.5398469679645341,1,31,Central,0
Uttar Pradesh,Gautam Buddha Nagar,9010.0,0.594192248636629,3,0.6337904900592136,4,31,Central,0
Uttar Pradesh,Ghaziabad,9009.0,0.5822205192258598,3,0.6488348254124994,5,31,Central,0
Uttar Pradesh,Ghazipur,9064.0,0.5536223653330554,2,0.5536272425434254,2,31,Central,0
Uttar Pradesh,Gonda,9052.0,0.47098099820531425,0,0.46575805870275344,0,31,Central,0
Uttar Pradesh,Gorakhpur,9057.0,0.5908708384969082,3,0.6008465262482857,3,31,Central,0
Uttar Pradesh,Hamirpur,9037.0,0.6403719531105257,5,0.6035442916944584,3,31,Central,0
Uttar Pradesh,Hapur,,0.6271793364207714,5,0.6423455631615467,5,31,Central,0
Uttar Pradesh,Hardoi,9024.0,0.5299301064663668,1,0.48066456793663664,0,31,Central,0
Uttar Pradesh,Jalaun,9034.0,0.5889928583982545,3,0.5828206201287929,3,31,Central,0
Uttar Pradesh,Jaunpur,9063.0,0.6020142215498994,4,0.6010536218812988,3,31,Central,0
Uttar Pradesh,Jhansi,9035.0,0.5943051263989492,3,0.5938602376918196,3,31,Central,0
Uttar Pradesh,Jyotiba Phule Nagar,9006.0,0.57842636425749,3,0.5795310048744506,3,31,Central,0
Uttar Pradesh,Kannauj,9029.0,0.5773254205592606,3,0.5485458794477578,1,31,Central,0
Uttar Pradesh,Kanpur Dehat,9032.0,0.5391235386623688,1,0.5171349076994669,1,31,Central,0
Uttar Pradesh,Kanpur Nagar,9033.0,0.6079488918282793,4,0.617370160652128,4,31,Central,0
Uttar Pradesh,Kanshiram Nagar,9071.0,0.5060999765066762,0,0.4950897127671867,0,31,Central,0
Uttar Pradesh,Kaushambi,9043.0,0.5641762441493862,2,0.5152574509735958,1,31,Central,0
Uttar Pradesh,Kheri,9022.0,0.5071205465764616,0,0.48463434269442585,0,31,Central,0
Uttar Pradesh,Kushinagar,9058.0,0.5706893182748405,2,0.5724032779546777,2,31,Central,0
Uttar Pradesh,Lalitpur,9036.0,0.5843267584302546,3,0.5415873805373322,1,31,Central,0
Uttar Pradesh,Lucknow,9026.0,0.5596752806475477,2,0.6079564389858232,3,31,Central,0
Uttar Pradesh,Mahamaya Nagar,9013.0,0.5023440825138424,0,0.5264859317371127,1,31,Central,0
Uttar Pradesh,Mahoba,9038.0,0.5878582680893597,3,0.5854094729308097,3,31,Central,0
Uttar Pradesh,Mahrajganj,9056.0,0.6197937865340101,5,0.5753490740756331,2,31,Central,0
Uttar Pradesh,Mainpuri,9017.0,0.568895289905888,2,0.5645668008532014,2,31,Central,0
Uttar Pradesh,Mathura,9014.0,0.5099315572465476,0,0.5283772674482885,1,31,Central,0
Uttar Pradesh,Mau,9061.0,0.5644118617753939,2,0.5893356732618551,3,31,Central,0
Uttar Pradesh,Meerut,9007.0,0.6029655093119133,4,0.6368499156517251,5,31,Central,0
Uttar Pradesh,Mirzapur,9068.0,0.5451979966385901,1,0.5469296296408026,1,31,Central,0
Uttar Pradesh,Moradabad,9004.0,0.5790694030819229,3,0.6004309603920317,3,31,Central,0
Uttar Pradesh,Muzaffarnagar,9002.0,0.5689726169262657,2,0.5985718540627599,3,31,Central,0
Uttar Pradesh,Pilibhit,9020.0,0.581212656088848,3,0.56077506848182,2,31,Central,0
Uttar Pradesh,Pratapgarh,9042.0,0.5408407719956648,1,0.5436155417455204,1,31,Central,0
Uttar Pradesh,Prayagraj,9044.0,0.5304601415871453,1,0.5430556454347976,1,31,Central,0
Uttar Pradesh,Rae Bareli,9027.0,0.5560668937765123,2,0.5192486499499459,1,31,Central,0
Uttar Pradesh,Rampur,9005.0,0.5565235730510867,2,0.5642962414431621,2,31,Central,0
Uttar Pradesh,Saharanpur,9001.0,0.6080198646540442,4,0.625377311979994,4,31,Central,0
Uttar Pradesh,Sambhal,,0.5446361487770857,1,0.5270206781183873,1,31,Central,0
Uttar Pradesh,Sant Kabir Nagar,9055.0,0.5856732961486991,3,0.5738227411117077,2,31,Central,0
Uttar Pradesh,Sant Ravidas Nagar (Bhadohi),9067.0,0.5326946214173487,1,0.5457610684139549,1,31,Central,0
Uttar Pradesh,Shahjahanpur,9021.0,0.5530996398862615,2,0.5159393439649109,1,31,Central,0
Uttar Pradesh,Shamli,,0.6064288339470234,4,0.6140181403658085,4,31,Central,0
Uttar Pradesh,Shrawasti,9050.0,0.4801236279940945,0,0.4214075523857835,0,31,Central,0
Uttar Pradesh,Siddharthnagar,9053.0,0.5375449361791741,1,0.5036944468771198,0,31,Central,0
Uttar Pradesh,Sitapur,9023.0,0.5284076577028505,1,0.4763633477580022,0,31,Central,0
Uttar Pradesh,Sonbhadra,9069.0,0.5417565046860109,1,0.503436199456257,0,31,Central,0
Uttar Pradesh,Sultanpur,9048.0,0.5729014577031063,2,0.5711014896823493,2,31,Central,0
Uttar Pradesh,Unnao,9025.0,0.4779280505564382,0,0.45965825563314244,0,31,Central,0
Uttar Pradesh,Varanasi,9066.0,0.6303802089488186,5,0.6530483290435319,5,31,Central,0
West Bengal,Bankura,19013.0,0.555658414045892,2,0.5362479572670141,1,33,East,1
West Bengal,Birbhum,19008.0,0.6032778223476298,4,0.5932058502090299,3,33,East,1
West Bengal,Dakshin Dinajpur,19005.0,0.6451161454710429,6,0.6459920313488778,5,33,East,1
West Bengal,Darjeeling,19001.0,0.6277852307611654,5,0.6446818746161049,5,33,East,1
West Bengal,Haora,19015.0,0.5975916174702169,3,0.6437214113108877,5,33,East,1
West Bengal,Hugli,19012.0,0.5984410606319169,3,0.6300167426256189,4,33,East,1
West Bengal,Jalpaiguri,19002.0,0.6469286912935668,6,0.6430037747055011,5,33,East,1
West Bengal,Koch Bihar,19003.0,0.6214241379618881,5,0.6236038242501767,4,33,East,1
West Bengal,Kolkata,19016.0,0.6000909016536673,4,0.6596094754095434,5,33,East,1
West Bengal,Maldah,19006.0,0.592911623875736,3,0.5922944414165816,3,33,East,1
West Bengal,Murshidabad,19007.0,0.5824404339686596,3,0.5895939336334675,3,33,East,1
West Bengal,Nadia,19010.0,0.5976291120545132,3,0.6248406390873495,4,33,East,1
West Bengal,North Twenty Four Parganas,19011.0,0.6495079996058462,6,0.6805951877454983,6,33,East,1
West Bengal,Paschim Barddhaman,19009.0,0.5581318329199485,2,0.5877470697134133,3,33,East,1
West Bengal,Paschim Medinipur,19018.0,0.5801951726448785,3,0.5755382801525356,2,33,East,1
West Bengal,Purba Barddhaman,19018.0,0.5940871147200499,3,0.5951341874612834,3,33,East,1
West Bengal,Purba Medinipur,19019.0,0.5512445708507836,2,0.5652238445325,2,33,East,1
West Bengal,Puruliya,19014.0,0.5347510946330346,1,0.4895092507735142,0,33,East,1
West Bengal,South Twenty Four Parganas,19017.0,0.6329090682557573,5,0.6470779738141265,5,33,East,1
West Bengal,Uttar Dinajpur,19004.0,0.5920528413231617,3,0.5867246048301948,3,33,East,1
